roll_belt,pitch_belt,yaw_belt,total_accel_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,total_accel_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,total_accel_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
156,5.63,51.9,26,0.34,-0.02,-0.28,-27,54,-243,43,448,-544,-75.5,-32,23.1,30,1.14,-0.83,1.3,162,-146,-191,683,-97,-208,52.71429169,57.63752206,73.52261359,2,0.06,0.67,-0.2,13,12,16,-223,567,56,41.4,11.3,-27.5,13,-0.5,0.98,-0.16,-44,112,30,5,661,458,E
0.97,2.26,-88.1,3,0.08,-0.02,-0.02,-5,3,29,34,573,-424,82.5,10.7,109,31,0.56,-0.1,0.03,-219,172,-109,-348,322,540,-124.4119996,-30.93394869,10.16514845,3,0.5,-0.42,-0.43,-9,-28,3,-434,215,304,168,12.7,104,38,-0.08,1.17,0.33,-64,320,188,-636,1160,-534,A
148,22.3,16.9,26,-0.43,-0.05,-0.23,-4,90,-235,-3,464,-525,137,9.56,129,8,-0.63,0,-0.11,3,-3,79,-542,311,392,-81.60999118,15.07725569,73.20539324,14,0,-0.93,0.54,20,-97,89,439,-594,-32,162,17.4,156,51,0.59,-4.82,-0.54,-16,489,-116,-681,494,550,E
108,26.6,-18.7,17,0.06,0.11,-0.15,-17,62,-157,33,602,-314,-171,-71,40.8,32,0.22,-0.56,0.87,-299,-44,-75,-417,274,512,-107.4373573,-45.52044825,18.42261429,3,-0.02,0.19,-0.44,-12,-24,5,-543,298,-139,-2.76,-3.72,-81.6,1,-0.08,0.06,-0.15,9,3,-10,77,600,434,A
1.26,7.4,-94.1,3,0,0,-0.02,-20,3,22,-6,606,-314,-131,18.9,-162,34,0,-0.02,-0.02,-290,111,-125,-374,342,511,13.37871611,-70.42855971,-84.85305745,37,-0.02,-0.02,0,-233,48,-270,-557,291,-70,25,-63.8,-149,36,0.02,-0.02,0,192,202,-214,-12,649,476,A
1.42,7.52,-94.1,3,0.06,0.02,0,-16,3,26,-4,604,-308,-138,9.73,-167,34,0.02,0,-0.03,-288,111,-124,-368,335,510,96.08955077,10.26432443,59.86733817,2,0.34,0.35,-0.23,2,16,11,-526,346,-44,14.3,-63.7,-139,36,-0.02,-0.05,-0.05,195,199,-214,-10,658,483,A
1.25,4.74,-87.9,4,0.06,0,-0.02,-13,5,37,53,635,-310,0,0,0,34,1.75,-0.75,0.57,-253,192,-97,-310,415,465,38.27628664,-58.24136784,-84.34924484,30,0.18,0.18,-0.02,-162,110,-220,-555,247,86,146,31.5,156,24,0.08,-2.49,-0.51,-83,57,-210,-679,420,669,C
125,-43.7,167,18,0.08,0.11,-0.18,48,46,-160,177,602,-307,-10.9,30.7,-86.7,27,-1.03,-0.05,0.59,-263,-18,45,-268,310,575,49.5305463,-28.19452735,-98.75404491,18,0.24,0.08,-0.2,-48,82,-144,-563,265,43,0,0,0,42,0.79,1.73,0.72,10,413,-38,-120,763,520,C
115,18.8,-8.21,18,0.16,0.11,-0.16,-24,64,-159,4,607,-319,-33.8,18.4,-74.3,21,1.43,-0.66,-0.05,-200,-56,32,-24,237,630,15.98530662,-25.28137281,126.9790916,4,-0.14,0.61,0.43,-11,7,42,-490,369,-137,-31.8,35.8,-161,38,-0.05,-1.16,-0.67,-364,-77,43,-687,258,502,B
-12.2,0.71,-84.7,4,-0.1,-0.22,-1,-12,1,39,46,607,-346,73,0.14,110,28,-1.69,0.51,-0.21,-192,191,-65,-213,306,590,61.72180983,30.11503712,86.27502039,14,0.27,0.37,-0.08,41,80,105,-160,316,431,-176,11,87.7,47,-0.31,3.95,0.97,-97,410,186,-429,1030,-495,D
123,25.9,-4.32,19,-0.42,-0.03,-0.44,-37,72,-173,5,580,-374,130,70.5,100,5,0.32,-0.18,-0.2,-9,1,52,-419,340,476,-14.09928387,18.48153102,133.7343768,9,0.47,0,-0.31,17,-13,90,544,-496,-51,154,19,158,33,0.32,-1.99,-0.05,-154,225,-170,-703,410,612,C
0.7,3.85,-87.5,4,-0.03,0,-0.03,-13,5,37,49,625,-311,0,0,0,16,2.42,-1.24,0.38,84,108,-69,711,43,179,72.22390435,-48.14896242,-63.15098183,29,0.32,0.47,-0.43,-131,187,-167,-474,354,127,149,24.8,124,45,0.21,0.79,0.82,-169,373,-167,-619,576,636,D
121,25.6,-5.92,20,-0.42,-0.02,-0.43,-44,74,-175,6,584,-366,24.8,-4.31,-159,8,-0.9,0.03,0.08,9,13,77,-331,350,514,17.36086607,46.25588617,107.184372,7,0.48,-0.08,-0.48,31,12,61,565,-476,-72,152,26.7,144,32,0.14,2.02,-0.02,-133,215,-191,-692,418,527,C
1.51,6.18,-87.8,3,0,0.02,0,-13,3,29,69,582,-432,74.8,37.9,91.6,26,0.05,-0.02,0,-159,166,-103,-296,228,622,11.85790659,-61.30623892,94.29405816,38,0.21,-0.1,0,-214,44,301,-438,230,308,-175,-69.5,115,36,-0.19,-0.24,0.3,-47,279,213,-438,957,-366,A
117,16.6,-3.39,18,0.03,0.11,-0.21,-21,62,-161,21,608,-318,-36.9,-20.1,-22,11,-2.71,0.31,-0.11,48,-93,-25,682,15,232,66.87266527,27.46857593,82.74899042,11,-0.08,-0.19,0.05,28,64,76,-407,474,-44,-22.4,34.4,-147,32,-1.04,3.48,0.25,-305,-6,67,-694,377,536,B
154,7.39,54.3,26,0.13,0.1,-0.05,-15,60,-243,37,479,-521,-85.6,-35,32.8,35,-0.19,-0.66,1.33,152,-161,-258,645,-64,-285,85.08019114,-17.43768582,-68.9493449,2,0.31,0.87,-0.49,-3,13,-11,-256,561,-27,69.6,15.2,70.9,7,-0.05,0.1,-0.13,-48,43,-12,-99,718,461,E
115,18.2,-5.57,17,0.13,0.14,-0.21,-20,62,-153,15,611,-310,-32,-20.2,-24.6,11,-1.24,0,0.38,56,-84,-47,663,64,243,30.06848912,-11.87486628,124.6133091,3,-0.06,0.11,0,-4,10,32,-492,383,-153,-2.48,32.7,-103,29,-0.64,1.72,0.31,-271,54,72,-645,617,736,B
126,-43.4,163,18,0.13,0.11,-0.18,49,46,-161,164,610,-313,6.75,60.6,-47.1,25,-0.69,-0.11,0.72,-243,-13,36,-197,330,577,44.11145058,-33.51014787,-100.1640058,18,0.19,-0.16,-0.25,-57,74,-146,-546,265,84,0,0,0,28,0.1,3.89,1.41,-269,63,-8,-499,-212,425,B
0.42,5.38,-89.2,5,-0.13,-0.02,-0.02,-14,1,47,47,639,-302,0,0,0,19,2.54,-0.88,0.2,89,72,-150,738,27,125,65.04099778,-43.04396969,-74.45926006,33,1.08,0.1,-0.98,-133,193,-216,-472,420,-69,100,25.9,113,26,-0.69,5.25,0.92,-3,220,-135,-612,655,850,A
127,-40.6,161,18,0.03,0.11,-0.23,45,47,-161,165,602,-311,-22.3,-27.9,-26.6,15,0.22,-0.45,0.74,103,-99,-30,722,-39,211,54.10733232,-31.5565854,-92.5626381,15,0.02,0.13,-0.07,-47,78,-121,-556,243,86,0,0,0,33,0.79,0.22,0.33,70,312,-67,141,581,383,C
1.47,6.26,-92.7,3,-0.08,0,-0.02,-17,3,20,1,603,-306,65.9,-6.59,77.9,21,2.17,-0.85,-0.03,-147,142,-15,130,286,569,-138.0593449,-10.03690358,-16.10158137,5,-0.24,0.03,0.26,-5,-49,-8,-583,234,-27,115,-9.83,112,43,-0.03,2.18,0.38,12,336,-246,-319,710,462,B
0.36,5.09,-88,5,0.02,0,0,-14,3,47,51,636,-301,0,0,0,37,-0.02,-0.05,0.08,-275,163,-175,-415,409,432,49.42011153,-52.21473166,-81.16786759,29,0.32,0.19,-0.36,-143,136,-208,-525,334,46,54.2,-47.3,159,32,0.11,-0.06,0.11,218,110,-203,118,568,648,A
1.73,6.8,-93.7,3,-0.05,0,0,-19,3,28,1,607,-304,53.2,-33.5,1.62,27,1.38,-0.74,0.57,154,8,-216,746,-210,-95,-94.15173469,16.24033701,60.15444128,1,0.02,0.21,0.23,2,-10,7,-551,302,-63,-11,47.2,91.8,27,0.26,1.46,0.3,-150,-123,-181,-372,-390,235,A
115,18.3,-7.69,17,0.13,0.11,-0.15,-15,61,-155,10,606,-318,-27.3,14.7,-62.6,18,1.59,-1.22,0.49,-161,-40,66,142,281,581,37.49996373,12.23961004,117.4412823,8,-0.06,0.43,0.38,9,27,68,-475,402,-68,35.9,15.3,-69.6,10,-0.1,0.08,-0.1,-65,68,-2,-148,736,541,B
0.88,6.02,-90.9,3,0.03,0.02,-0.05,-16,5,22,28,602,-301,68.7,-22,61.2,19,-4.03,1.38,-0.89,-125,136,28,424,128,502,37.54299335,15.9567726,115.9695279,8,-0.03,-0.06,0.03,13,30,75,-487,337,114,-148,26.1,-62.9,39,-0.06,0.22,-0.28,58,-280,-256,193,-714,-214,B
-5.53,2.71,-92.7,4,0.08,0.02,-0.05,-3,-1,36,-8,613,-285,85,-17.7,59.9,22,-3.58,1.61,-0.41,-116,174,33,424,186,462,91.04446287,36.96410636,51.86530906,12,0.03,-0.83,0.39,43,94,59,-363,482,65,-173,47.6,-123,26,-0.61,2.73,0.92,-119,-93,-201,-386,-390,208,E
1.09,3.2,-83.4,3,0,-0.24,-0.51,-13,-6,20,79,617,-348,0,0,0,35,4.82,-1.8,0.08,-225,253,-67,60,398,509,46.45627996,-55.68771079,-80.53186509,29,-0.11,0.31,0.3,-151,128,-206,-510,319,87,149,27.4,-171,29,-1.67,4.51,0.38,-120,-131,-223,-545,-140,404,E
1.06,4.29,-88.1,5,0.22,0.03,0.07,3,-1,49,42,627,-321,0,0,0,22,-4.53,2.59,-0.49,-61,193,-78,651,174,246,72.03297366,-49.1186819,-62.50747528,29,-0.21,0.69,0.92,-133,186,-165,-473,383,66,173,27.5,-116,32,1.06,-3.15,-0.41,-68,-203,-233,-163,-597,-15,B
1.75,4.67,-87.8,3,-0.08,0.02,0,-11,5,24,53,573,-433,66.8,-30,42.3,15,-3.79,0.85,-0.94,-8,145,-13,626,-20,338,-77.08329967,-35.58278825,67.77728731,1,-0.02,0.11,0.02,-5,-10,9,-400,281,301,-162,5.78,-53.7,29,-0.5,0.45,0.64,44,-241,149,132,-628,-41,A
1.28,5.74,-87.6,3,0.02,0,-0.02,-11,3,31,71,576,-413,62,24.4,65,16,0.45,0.24,-0.15,-92,131,-21,48,112,687,13.91761671,-56.63869543,98.33590876,39,0.02,0,0.02,-205,53,318,-422,233,313,-126,-66.2,64.2,33,-0.22,0.05,0.23,-25,257,193,-417,957,-344,A
123,25.4,-2.66,19,-0.39,-0.02,-0.43,-40,71,-169,9,584,-354,76.4,25.1,28,27,1.41,-0.93,0.44,242,-6,95,456,234,456,-86.78204701,-7.560882053,69.71859304,14,0.83,1.14,-0.56,-10,-101,85,356,-655,-105,151,-1.37,87.6,38,0.67,-1.49,-0.21,135,313,-158,-139,746,663,C
114,17.9,-5.55,17,0.13,0.13,-0.21,-19,57,-153,13,612,-302,-40.8,-29.6,-11.5,16,-1,-0.1,0.71,115,-88,-70,713,15,121,28.1309449,-9.267053761,127.3819506,3,-0.14,0.13,0.11,-3,9,31,-487,383,-152,11.7,25.3,-84.9,32,-1.25,2.44,0.87,-298,71,59,-524,738,762,B
116,16.5,-6.02,17,0.08,0.11,-0.15,-17,63,-158,20,598,-313,-69.3,-24.9,24.9,31,2.25,-1.35,1.15,131,-147,-229,655,-128,-253,91.39534214,17.91394808,62.37017162,10,0.16,-0.48,-0.03,18,80,59,-373,495,-58,27.4,0.32,-66.4,9,0.06,0.42,0.3,-27,83,13,-27,687,559,B
0.42,3.21,-89,3,0.06,-0.02,-0.07,-6,1,24,32,564,-427,87.2,12.9,113,32,0.16,-0.16,0.15,-240,157,-126,-354,309,553,42.60184384,72.60316418,67.29043905,15,1.56,-0.98,-0.67,98,61,92,-21,405,395,167,3.99,-82.7,19,-0.83,3.16,0.97,34,-71,170,-115,-504,-48,B
-12.2,1.94,-86.6,4,0,-0.02,0.02,-11,-7,38,36,603,-356,94.5,-16,31,19,3.95,-1.54,0.05,-27,182,-42,631,85,282,52.66002952,16.83261367,101.2450579,10,-0.4,0.56,0.03,16,48,81,-265,318,375,-179,15.4,38,37,-0.16,-4.05,-0.87,40,329,151,70,459,-348,D
0.6,5.32,-90.5,3,0.08,0,-0.07,-12,1,27,38,607,-295,145,-40.8,-68.3,37,-2.31,0.95,0,85,-55,-350,478,-304,-409,24.76309777,17.79602086,126.3640505,7,0.02,-0.03,-0.2,13,18,70,-474,325,116,150,46.5,171,34,-0.13,3.69,1.51,-157,244,-173,-681,183,544,B
156,-31.8,128,23,0,0.14,0.23,44,28,-221,160,515,-473,-27.4,-18.4,-45.3,19,-3.73,0.39,0.71,-156,-25,89,574,111,392,76.82296017,-22.58800664,-75.23794133,18,0.43,-0.45,-0.25,-39,121,-119,-502,332,99,0,0,0,33,1.14,-3.31,-0.56,-180,270,-19,-674,128,590,E
119,14.8,4.27,18,0.08,0.06,-0.11,-19,76,-157,26,605,-332,-39.3,23.4,-87.1,28,1.25,-1,1.33,-270,-65,4,-204,251,625,-70.06138763,86.96040863,-2.387956884,4,0.1,0.16,-0.07,32,-27,-1,-474,382,-7,-41.5,44.1,-134,42,-0.35,1.14,-0.23,-410,-50,13,-686,239,445,D
142,-32.8,129,18,-0.1,0.08,0.33,42,3,-176,176,580,-354,-33.7,37,-96.5,28,-1.25,-0.05,0.52,-268,-27,44,-370,308,543,122.2619047,4.632179323,-34.48209532,22,0.83,-1,-0.54,10,203,-73,-293,490,165,0,0,0,55,1.41,-2.79,-0.15,31,539,-19,-334,814,651,E
121,-43.8,174,17,0.08,0.11,-0.2,49,45,-158,170,610,-303,9.75,9.5,-28,11,2.34,-1.01,0.72,45,-90,36,617,68,348,56.2676406,-33.28514327,-89.49429453,15,0.13,0.08,-0.2,-49,80,-117,-545,292,61,0,0,0,42,0.79,1.32,0.33,-1,416,-17,-212,791,595,A
1.19,2.91,-87.5,4,-0.08,-0.02,-0.03,-12,2,40,51,634,-303,0,0,0,39,1.81,-1.19,0.41,-295,226,-91,-359,462,386,58.58478242,-51.96298888,-73.30266257,29,0.24,0.58,-0.07,-141,157,-190,-512,338,70,142,33.4,160,31,0.9,-4.62,-0.28,43,249,-162,-670,456,641,C
127,-40.6,160,18,0.1,0.13,-0.18,48,45,-159,163,606,-298,0.61,10.4,-50.5,16,1.16,-1,1.18,-145,-16,46,103,282,583,47.66994659,-26.34653411,-101.5019646,16,0.13,0.18,0.05,-42,74,-137,-565,233,51,0,0,0,43,0.66,1.38,0.18,-67,419,-11,-263,806,627,C
1.56,7.13,-93.6,3,0.02,0,0.02,-21,3,20,-6,601,-312,83.2,-46.6,34.2,13,-2.17,0.9,-0.64,77,55,-87,729,-155,209,116.8651875,40.10638262,2.788918458,4,0.13,0.35,-0.03,14,33,1,-488,387,-37,-164,50.5,-166,27,-0.05,2.17,0.75,-179,81,-171,-635,34,480,D
122,-43,170,17,0.1,0.11,-0.2,48,46,-154,166,610,-293,-107,62.1,-52.2,29,0.27,-0.39,0.66,-277,-59,-8,-342,262,593,57.19708199,-17.97860698,-96.42142603,21,0.03,-0.18,-0.21,-37,112,-170,-505,364,-28,0,0,0,42,0.64,-1.93,-0.21,-329,242,-18,-664,125,423,A
1.31,6.28,-93.7,3,-0.05,0,0,-20,5,20,2,604,-309,-144,1.67,-174,34,-0.02,-0.02,-0.02,-287,110,-121,-360,337,513,52.50481935,15.09490034,102.0047732,2,0.02,-0.18,-0.05,3,10,17,-546,305,-33,2.86,42.4,92,31,-0.16,1.08,-0.26,-187,-155,-184,-308,-437,229,A
1.66,3.68,-88.5,3,0.02,0,-0.02,-10,5,29,33,574,-415,81.6,-41,9.36,18,3.53,-1.11,-0.07,114,111,-80,729,-56,93,39.55530104,25.40176581,109.2777353,6,0.58,0.24,-0.46,15,23,53,-445,199,303,-78.5,42.7,163,38,-1.33,-0.35,1.36,-229,180,233,-1260,1400,-927,E
1.1,3.54,-86,3,-0.03,-0.02,-0.05,-10,0,31,64,576,-403,89,-9.34,50.4,21,3.66,-1.25,-0.08,-69,195,-19,459,160,476,59.24398349,32.3106691,87.32384271,9,-0.03,-0.24,0.05,29,51,70,-390,235,350,-177,6.3,100,43,0.14,2.23,0.97,-23,387,166,-484,1070,-513,E
0.75,5.09,-88,5,0.02,0,0,-16,3,44,51,633,-293,0,0,0,38,0.03,-0.19,0.23,-279,149,-199,-414,428,390,54.38402258,-51.98257906,-77.09268428,30,0.32,0.14,-0.38,-144,150,-202,-530,323,70,53.6,-50.3,164,33,0.05,0,0.1,224,106,-202,112,566,671,A
1.73,5.33,-87.2,3,-0.05,0,0.02,-6,5,29,74,575,-418,94.4,9.52,129,34,-1.81,0.11,0.08,-267,170,-92,-548,296,440,39.60605358,-14.07503913,114.7792086,3,0.05,0.06,-0.1,-4,11,26,-493,113,289,179,5.14,121,36,0.32,-0.08,-0.05,-125,260,205,-800,1170,-531,E
118,16.4,-2.01,17,0.11,0.11,-0.16,-18,61,-159,22,603,-327,-59.4,-28.7,5.92,22,-1.41,-0.24,0.72,119,-128,-128,743,-38,-19,131.8589368,6.055976348,24.45203938,2,-0.02,0.22,0.11,1,16,4,-401,476,-29,-74.5,31.9,-153,50,0.31,-1.32,-0.1,-450,-181,-12,-553,-187,204,D
1.13,4.53,-88,5,0.27,0.05,0.07,1,1,47,46,624,-313,0,0,0,22,-4.37,2.49,-0.41,-57,173,-107,698,123,172,78.21382831,-46.00832537,-58.62803666,29,-0.1,0.87,0.72,-126,200,-157,-464,391,71,174,26.5,-112,37,1.08,-2.55,-0.25,-83,-261,-239,-140,-609,-37,B
-11.4,-2.84,-82.8,3,0.02,-0.21,-1.02,-5,-4,33,28,602,-375,64.8,-8.28,91.2,25,-2.91,0.82,-0.64,-181,172,-8,57,197,634,69.26617949,41.51406368,71.47025249,6,1.61,-0.96,0.05,24,38,39,-358,311,337,-177,2.58,122,39,-0.5,0.18,0.57,-74,313,212,-821,1200,-559,D
123,25.5,-3.09,20,-0.53,-0.03,-0.44,-43,72,-176,12,582,-371,108,46,77.4,12,1.28,-0.69,0.28,57,21,100,-131,349,573,-74.47107102,-60.3894245,48.60129644,11,-0.53,0.05,0.44,-62,-74,51,104,-744,-147,149,22.6,164,34,0.82,-4,-1.12,-92,280,-158,-719,311,613,C
0.84,5.75,-92.8,3,0.03,0,-0.05,-13,8,22,14,600,-306,144,-35.1,-53.1,36,2.59,-1.2,0.39,77,-49,-338,560,-321,-337,-148.77698,-7.875680801,-2.62281459,4,-0.1,-0.06,0.03,-3,-38,-1,-608,160,0,149,-2.49,107,38,0.02,0.05,0.02,97,275,-236,-226,712,451,C
0.5,2.35,-88.5,3,-0.02,0.02,-0.05,0,2,27,32,566,-422,87.2,-1.34,96.6,26,-2.1,0.72,-0.36,-161,192,-25,-102,274,610,86.33683008,5.632873609,-70.42178795,4,0.47,0.29,0.2,2,27,-23,-480,234,239,-174,11.9,106,40,-0.29,1.53,0.64,-58,335,188,-626,1150,-539,C
1.44,7.82,-93.8,3,0.03,0.02,-0.02,-19,2,21,-2,608,-304,173,53.7,152,32,0.18,0.02,-0.23,-273,130,-93,-359,351,495,93.83081845,-7.338941909,62.68400078,1,-0.43,-0.19,0.11,-1,11,8,-539,320,-55,58.8,-19.3,-176,39,-0.02,2.22,1.48,0,337,-187,-492,718,662,A
124,26.3,-1.42,20,-0.43,-0.03,-0.44,-41,71,-177,1,579,-374,-134,-12.9,38.4,47,0.67,-0.92,0.36,377,-124,-233,523,-120,-430,-20.96716321,26.60392365,122.8843546,9,0.51,-0.06,-0.33,24,-19,86,514,-542,-81,127,39.3,121,35,0.74,-2.49,-0.49,-20,306,-147,-592,685,706,B
0.36,5.8,-88.3,5,0.03,0,0.02,-17,0,47,54,631,-297,0,0,0,37,0,-0.02,0.03,-277,157,-182,-407,436,397,56.78597685,-50.80151501,-75.94988183,30,0.32,0.16,-0.26,-142,157,-201,-511,336,44,52.3,-43.1,159,33,0.02,0,0,228,108,-199,112,560,663,A
-0.33,3.24,-87.9,5,0.11,-0.02,-0.07,-8,5,44,36,637,-296,0,0,0,14,4,-2.57,0.71,4,125,-46,695,100,189,82.8833135,-38.67965911,-59.51636347,29,1.17,-0.87,-0.74,-109,213,-162,-358,475,108,159,19.7,169,26,1.59,-5.49,-0.97,38,209,-138,-685,414,807,B
115,19,-8.57,17,0.06,0.1,-0.15,-20,63,-155,5,609,-309,-23.9,1.85,-58.3,13,1.77,-0.95,0.26,-112,-13,50,273,266,542,-49.99994258,-18.07672635,103.3254363,5,-0.19,-0.03,0.1,-9,-24,43,-517,342,-147,-0.05,35.8,-120,23,0.82,-2.3,-0.41,-209,50,68,-596,682,739,B
1,6.52,-93.3,3,0.03,0,0,-12,5,22,0,596,-305,130,-62,-51.8,36,1.16,-0.18,-0.25,128,-26,-328,691,-282,-209,103.5271425,7.485256552,52.91307248,5,-0.31,-0.1,0.23,4,46,27,-484,383,-8,-171,56.4,-170,29,-0.22,-3.34,-0.97,-170,128,-188,-653,75,515,D
1.15,6.72,-92.7,3,-0.05,0,-0.02,-20,5,18,2,608,-315,69.4,14.2,113,32,-0.05,0.03,-0.1,-272,118,-100,-314,359,530,-29.12849284,-21.70885726,120.3622493,1,-0.08,-0.02,0.07,-3,-4,13,-585,225,-10,168,54.3,-163,27,-0.32,-4.9,-1.21,-106,142,-203,-600,-52,412,B
12.2,0.81,-80.6,5,0.08,-0.16,-0.49,3,-1,-45,109,397,-595,101,-22.9,10.4,15,-4.62,1.59,-0.77,28,125,-80,730,-89,23,52.66002952,16.83261367,101.2450579,10,-0.4,0.56,0.03,16,48,81,-265,318,375,179,14.8,-65.6,21,-0.47,3.1,0.97,45,-104,177,252,-770,85,D
123,26.9,-2.05,20,-0.45,-0.03,-0.44,-48,70,-177,-8,580,-379,22.4,-9.7,-155,5,-0.11,0.13,-0.67,5,13,46,-456,379,399,-14.94753139,20.35065839,131.7037233,10,0.43,-0.21,-0.13,19,-14,91,527,-521,-81,123,51.9,109,31,-0.59,2.01,0.89,-84,268,-108,-665,623,852,B
121,-43.2,171,17,0.1,0.11,-0.18,50,45,-156,162,609,-292,-21.8,-35,12.9,31,0.03,-0.5,0.82,160,-144,-218,705,-111,-241,56.28019136,-28.63699821,-92.26404644,16,0.11,0.03,-0.16,-45,85,-127,-534,327,34,0,0,0,50,0.51,2.3,0.51,-169,458,-12,-516,746,599,A
0.91,4.02,-87.5,4,0.06,0,-0.02,-9,1,36,54,631,-308,0,0,0,20,1.27,-0.27,-0.54,-33,182,54,424,178,501,70.4035721,-47.06385847,-65.94524452,29,0.31,0.75,-0.43,-131,187,-177,-460,384,93,138,20.4,112,39,0.14,-0.61,0,-120,346,-113,-556,701,781,D
0.72,5.49,-88.2,4,-0.14,-0.03,-0.03,-12,2,34,51,619,-313,0,0,0,35,-3.6,1.94,-0.8,-234,248,-13,186,371,512,56.30196737,-51.76740869,-75.5613068,29,0.37,0.14,-0.41,-140,151,-194,-506,346,40,-179,54.7,-111,30,0.82,-3.53,-0.87,-108,-151,-224,-264,-515,54,B
0.71,2.96,-87.8,3,0.02,-0.05,-0.08,-7,3,31,44,577,-411,69.2,-9.92,57.3,18,2.18,-0.74,0.26,-59,162,-24,345,159,541,50.52704819,27.78530551,98.07994969,13,0.02,-0.06,-0.1,34,60,103,-306,302,360,174,14.1,-55.6,24,0.26,-3.37,-0.82,118,-99,174,474,-778,114,E
0.8,5.81,-88.2,4,0.03,0,0.02,-20,2,36,50,629,-312,0,0,0,31,-0.18,-0.02,0.05,145,32,-269,754,-55,-47,58.76023767,-49.0664474,-75.60175128,29,0.27,0.32,-0.08,-136,160,-198,-511,360,-22,113,38,133,20,-1.16,2.54,0.84,-99,88,-146,-683,418,815,A
118,16.1,0.9,18,0.19,0.11,-0.08,-21,65,-159,21,601,-326,-28.7,-31.2,-11.3,17,-1.14,0.11,0.59,109,-62,-106,716,38,76,28.32705624,-5.992815512,128.091097,5,0,0.16,-0.15,-3,14,48,-500,374,-137,10.5,28.9,-85.9,28,-0.32,1.48,0.38,-233,129,48,-546,715,687,A
1.04,3.72,-87.4,4,-0.03,-0.02,-0.02,-4,3,37,50,627,-316,0,0,0,15,2.04,-0.69,-0.31,16,147,23,526,144,444,75.56244282,-44.95168147,-62.35247036,30,0.27,0.63,-0.41,-128,202,-172,-471,363,89,147,24.6,123,40,-0.03,2.1,0.75,-109,342,-164,-621,594,695,D
0.85,4.44,-87.9,4,-0.1,0,0,-12,2,41,50,630,-317,0,0,0,38,0.05,-0.02,0.05,-289,150,-186,-413,450,370,55.13841898,-51.1142019,-77.16692017,29,0.35,0.13,-0.36,-141,151,-201,-530,321,57,55.4,-36.9,155,33,0.02,-0.02,0,229,107,-204,127,564,623,A
1.13,5.71,-92.6,3,0.1,0,-0.02,-16,5,23,-1,604,-312,78.7,2.77,103,31,2.15,-0.85,0.11,-260,155,-45,-234,366,527,-70.18693031,-27.53160173,79.46365643,3,-0.19,0.24,0.52,-8,-19,21,-583,210,12,147,2.8,102,37,0.06,-0.35,0.08,129,253,-228,-176,727,496,C
0.93,2.46,-87.6,3,0,0.02,0,-10,2,30,35,575,-408,73.6,-25,41.3,17,-2.2,0.77,0.07,65,153,31,570,34,404,34.45511834,25.362851,113.6497236,11,-0.74,0.37,0.34,26,35,94,-379,252,342,178,15.4,-8.72,31,-0.11,-3.18,-0.39,187,181,161,494,-288,-53,E
0.81,7.91,-93.5,3,0.06,0.02,-0.05,-21,2,27,7,605,-302,62.2,21.9,48,27,-2.62,1.33,-0.84,-197,168,30,153,258,571,103.437771,-2.686399653,53.55970174,4,-0.08,0.1,0,-1,32,19,-535,335,-57,59.7,-15.4,169,40,0.31,-3.56,-0.9,47,342,-189,-497,709,629,A
126,-41.6,165,18,0.08,0.11,-0.18,48,44,-160,170,607,-318,31.6,16.4,-14.6,19,3.45,-2.39,1.08,-153,47,101,249,390,439,42.46603404,-17.62348192,-110.6534231,23,0.16,0.03,0.56,-40,94,-204,-588,256,-27,0,0,0,42,0.75,1.46,0.87,-50,408,-18,-245,816,721,C
1.7,7.37,-93.8,3,0.02,0,0,-23,5,20,-3,600,-317,-136,12.7,-166,34,0,0.02,-0.02,-288,110,-122,-368,332,512,110.4146706,13.26973329,44.44947497,3,-0.16,-0.18,0.13,4,27,13,-509,355,-5,18.1,-63.6,-142,36,0,-0.03,-0.03,194,203,-210,-15,658,479,A
2.01,3.77,-88.8,2,-0.06,0.02,0,-7,3,16,40,562,-422,124,-31.6,-36.2,33,-2.41,0.9,-0.69,123,51,-291,597,-220,-329,-130.8643393,-11.61611704,-23.39279036,3,0.39,-0.26,-0.34,-3,-25,-6,-480,191,276,-177,24,113,36,-0.14,-0.24,0.28,-102,263,210,-674,1170,-544,B
125,-46.1,172,18,0.13,-0.02,-0.31,29,53,-163,160,613,-351,-51.3,-56.4,10.3,20,-2.02,-0.16,1.15,90,-116,-131,765,-62,-58,72.21732151,-23.95733007,-79.21493022,18,0.16,0.43,-0.1,-42,117,-126,-518,337,57,0,0,0,42,0.98,-0.06,0.25,-382,157,15,-643,30,465,D
